,case_id3,cancer_type,cell_type,Diagnosis_TCGA_HCMI_Code,CCLE_Disease,umap1,umap2
HCM-CSHL-0403-C25-85D,HCM-CSHL-0403-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-2.859486613,-2.952452492
HCM-CSHL-0405-C25-85A,HCM-CSHL-0405-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-2.974364075,-2.832231354
HCM-CSHL-0426-C18-85A,HCM-CSHL-0426-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.406076464,-3.414155554
HCM-CSHL-0429-C06-85C,HCM-CSHL-0429-C06,Head and Neck cancer,HCMI Model,HNSC,Head and Neck Cancer,-6.822336707,0.748119105
HCM-CSHL-0432-C20-85A,HCM-CSHL-0432-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.837852511,-2.742956947
HCM-CSHL-0433-C24-85A,HCM-CSHL-0433-C24,Extrahepatic Cholangiocarcinoma,HCMI Model,CHOL,Bile Duct Cancer,-2.990961823,-3.066760372
HCM-CSHL-0434-C24-85A,HCM-CSHL-0434-C24,Extrahepatic Cholangiocarcinoma,HCMI Model,CHOL,Bile Duct Cancer,-2.908867631,-3.031523775
HCM-CSHL-0434-C24-85M,HCM-CSHL-0434-C24,Extrahepatic Cholangiocarcinoma,HCMI Model,CHOL,Bile Duct Cancer,-2.736173425,-2.846626591
HCM-CSHL-0438-C18-85A,HCM-CSHL-0438-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.758093867,-2.638791393
HCM-CSHL-0438-C18-85B,HCM-CSHL-0438-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.576640162,-3.389899801
HCM-CSHL-0460-C50-85A,HCM-CSHL-0460-C50,Breast Cancer,HCMI Model,BRCA,Breast Cancer,4.660456624,-1.510101866
HCM-CSHL-0464-C50-85D,HCM-CSHL-0464-C50,Breast Cancer,HCMI Model,BRCA,Breast Cancer,4.903449979,-1.246132444
HCM-CSHL-0467-C56-85M,HCM-CSHL-0467-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.349228707,7.928212095
HCM-CSHL-0507-C20-85A,HCM-CSHL-0507-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.92570642,-2.721482347
HCM-CSHL-0514-C50-85B,HCM-CSHL-0514-C50,Breast Cancer,HCMI Model,BRCA,Breast Cancer,1.328146603,-1.310471486
HCM-CSHL-0516-C56-85B,HCM-CSHL-0516-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,-2.793528352,-2.900286268
HCM-CSHL-0582-C18-85M,HCM-CSHL-0582-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-6.023132834,-2.792620252
HCM-CSHL-0584-C19-85M,HCM-CSHL-0584-C19,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.922016177,-2.705680679
HCM-CSHL-0586-C32-85D,HCM-CSHL-0586-C32,Head and Neck cancer,HCMI Model,HNSC,Head and Neck Cancer,-0.614217195,-1.320539545
HCM-CSHL-0598-C25-85B,HCM-CSHL-0598-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-2.840061936,-2.896648716
HCM-CSHL-0600-C25-85A,HCM-CSHL-0600-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-2.942879233,-3.071566652
HCM-CSHL-0601-C25-85A,HCM-CSHL-0601-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-2.521442685,-2.730222534
HCM-CSHL-0603-C18-85M,HCM-CSHL-0603-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-6.002468142,-2.941519569
HCM-CSHL-0607-C19-85A,HCM-CSHL-0607-C19,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.896594558,-2.704980682
HCM-CSHL-0617-C22-85A,HCM-CSHL-0617-C22,Hepatocellular carcinoma,HCMI Model,LIHC,Liver Cancer,0.04339188,3.213541437
HCM-CSHL-0618-C18-85M,HCM-CSHL-0618-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.979249511,-2.635166
HCM-CSHL-0621-C18-85M,HCM-CSHL-0621-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.830659423,-2.812601398
HCM-CSHL-0622-C18-85A,HCM-CSHL-0622-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.746399436,-2.519539665
HCM-CSHL-0623-C18-85A,HCM-CSHL-0623-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.922008071,-2.793840002
HCM-CSHL-0625-C18-85M,HCM-CSHL-0625-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.983868155,-2.786157678
HCM-CSHL-0634-C30-85A,HCM-CSHL-0634-C30,Head and Neck cancer,HCMI Model,HNSC,Head and Neck Cancer,-5.866154704,1.821808625
HCM-CSHL-0636-C02-85A,HCM-CSHL-0636-C02,Head and Neck cancer,HCMI Model,HNSC,Head and Neck Cancer,-5.719101462,1.088076402
HCM-CSHL-0639-C56-85A,HCM-CSHL-0639-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.864036646,8.304815699
HCM-CSHL-0653-C18-85O,HCM-CSHL-0653-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.908540282,-1.951451134
HCM-CSHL-0654-C26-85M,HCM-CSHL-0654-C26,"Carcinoma, NOS",HCMI Model,MISC,NA_CCLE,-3.426702771,-3.209607195
HCM-CSHL-0655-C50-85N,HCM-CSHL-0655-C50,Breast Cancer,HCMI Model,BRCA,Breast Cancer,1.068935719,-1.405061792
HCM-CSHL-0657-C25-85A,HCM-CSHL-0657-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-5.739332709,-2.824935745
HCM-CSHL-0658-C20-85O,HCM-CSHL-0658-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.84478477,-2.72022612
HCM-CSHL-0659-C18-85N,HCM-CSHL-0659-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.928470168,-2.662252258
HCM-CSHL-0664-C18-85M,HCM-CSHL-0664-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.951568637,-2.77846248
HCM-CSHL-0665-C24-85M,HCM-CSHL-0665-C24,Ampulla of Vater,HCMI Model,CHOL,Bile Duct Cancer,-2.67601541,-2.883466553
HCM-CSHL-0668-C18-85A,HCM-CSHL-0668-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.949000869,-2.818979811
HCM-CSHL-0669-C18-85M,HCM-CSHL-0669-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.710970912,-3.063345503
HCM-CSHL-0670-C18-85M,HCM-CSHL-0670-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.913591418,-2.67548592
HCM-CSHL-0698-C06-85A,HCM-CSHL-0698-C06,Head and Neck cancer,HCMI Model,HNSC,Head and Neck Cancer,-5.229151759,2.412224461
HCM-CSHL-0699-C56-85B,HCM-CSHL-0699-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.731212106,8.022089411
HCM-CSHL-0725-C02-85A,HCM-CSHL-0725-C02,Head and Neck cancer,HCMI Model,HNSC,Head and Neck Cancer,-6.573802981,1.231069375
HCM-CSHL-0726-C18-85M,HCM-CSHL-0726-C18,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.933971438,-2.698062729
HCM-CSHL-0727-C18-85M,HCM-CSHL-0727-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.935428176,-2.754240583
HCM-CSHL-0728-C25-85A,HCM-CSHL-0728-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-2.718498263,-2.53066523
HCM-CSHL-0729-C18-85A,HCM-CSHL-0729-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.980213198,-2.624083589
HCM-CSHL-0730-C25-85A,HCM-CSHL-0730-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-2.729361329,-2.834781717
HCM-CSHL-0731-C19-85M,HCM-CSHL-0731-C19,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.877500567,-2.771647524
HCM-CSHL-0736-C18-85N,HCM-CSHL-0736-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.154243026,-2.192409824
HCM-CSHL-0737-C18-85M,HCM-CSHL-0737-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.962650332,-2.621361326
HCM-CSHL-0740-C18-85N,HCM-CSHL-0740-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.916856799,-2.633241724
HCM-CSHL-0765-C56-85P,HCM-CSHL-0765-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.430601921,7.975492407
HCM-CSHL-0768-C56-85B,HCM-CSHL-0768-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.666762676,8.365447451
HCM-CSHL-0768-C56-85N,HCM-CSHL-0768-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.630510059,8.119142939
HCM-CSHL-0768-C56-85O,HCM-CSHL-0768-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.680218187,8.461430956
HCM-CSHL-0773-C50-85N,HCM-CSHL-0773-C50,Breast Cancer,HCMI Model,BRCA,Breast Cancer,4.731568303,-1.596192907
HCM-CSHL-0800-C67-85A,HCM-CSHL-0800-C67,Bladder Cancer,HCMI Model,BLCA,Bladder Cancer,-3.66204885,0.019503374
HCM-CSHL-0801-C56-85B,HCM-CSHL-0801-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.088885095,6.609684874
HCM-CSHL-0802-C67-85B,HCM-CSHL-0802-C67,Bladder Cancer,HCMI Model,BLCA,Bladder Cancer,-3.500071559,-0.752532076
HCM-CSHL-0803-C54-85A,HCM-CSHL-0803-C54,Endometrial/Uterine Cancer,HCMI Model,UCEC,Endometrial/Uterine Cancer,-6.643434558,0.287484739
HCM-CSHL-0806-C54-85A,HCM-CSHL-0806-C54,Endometrial/Uterine Cancer,HCMI Model,UCEC,Endometrial/Uterine Cancer,1.455989328,7.031016279
HCM-CSHL-0807-C54-85B,HCM-CSHL-0807-C54,Endometrial/Uterine Cancer,HCMI Model,UCEC,Endometrial/Uterine Cancer,0.042062875,0.588694919
HCM-CSHL-0808-C55-85A,HCM-CSHL-0808-C55,Endometrial/Uterine Cancer,HCMI Model,UCEC,Endometrial/Uterine Cancer,1.626821008,7.998376776
HCM-CSHL-0809-C54-85A,HCM-CSHL-0809-C54,Endometrial/Uterine Cancer,HCMI Model,UCEC,Endometrial/Uterine Cancer,1.676916566,8.351870943
HCM-CSHL-0810-C54-85B,HCM-CSHL-0810-C54,Endometrial/Uterine Cancer,HCMI Model,UCEC,Endometrial/Uterine Cancer,-3.086467299,-3.086458038
HCM-CSHL-0811-C55-85A,HCM-CSHL-0811-C55,Endometrial/Uterine Cancer,HCMI Model,UCEC,Endometrial/Uterine Cancer,0.130367425,0.605979611
HCM-CSHL-0812-C54-85B,HCM-CSHL-0812-C54,Endometrial/Uterine Cancer,HCMI Model,UCEC,Endometrial/Uterine Cancer,1.502685037,7.807871748
HCM-CSHL-0814-C54-85A,HCM-CSHL-0814-C54,Endometrial/Uterine Cancer,HCMI Model,UCEC,Endometrial/Uterine Cancer,1.42551848,7.775223662
HCM-CSHL-0817-C22-85A,HCM-CSHL-0817-C22,Intrahepatic Cholangiocarcinoma,HCMI Model,CHOL,Bile Duct Cancer,-2.420591149,-2.457457136
HCM-CSHL-0818-C56-85P,HCM-CSHL-0818-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.398959782,6.913717199
HCM-CSHL-0820-C34-85B,HCM-CSHL-0820-C34,Lung Cancer,HCMI Model,LUAD,Lung Cancer,-0.814622197,-2.177035164
HCM-CSHL-0821-C19-85M,HCM-CSHL-0821-C19,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.777990851,-2.861113619
HCM-CSHL-0823-C34-85M,HCM-CSHL-0823-C34,Lung Cancer,HCMI Model,LUSC,Lung Cancer,-5.516058955,2.413776566
HCM-CSHL-0835-C20-85N,HCM-CSHL-0835-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.849755797,-2.679673981
HCM-CSHL-0837-D01-85P,HCM-CSHL-0837-D01,IPMN,HCMI Model,PAAD,Pancreatic Cancer,-2.806942019,-3.030882429
HCM-CSHL-0838-C18-85M,HCM-CSHL-0838-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.964798484,-2.000166248
HCM-CSHL-0839-C34-85M,HCM-CSHL-0839-C34,Lung Cancer,HCMI Model,LUAD,Lung Cancer,-0.238386009,-2.897908996
HCM-CSHL-0852-C76-85A,HCM-CSHL-0852-C76,Head and Neck cancer,HCMI Model,HNSC,Head and Neck Cancer,-5.251174483,2.031627227
HCM-CSHL-0853-C56-85B,HCM-CSHL-0853-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.607784953,8.137073923
HCM-CSHL-0853-C56-85D,HCM-CSHL-0853-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.736226406,8.455911089
HCM-CSHL-0853-C56-85F,HCM-CSHL-0853-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.723525372,8.44845431
HCM-CSHL-0853-C56-85G,HCM-CSHL-0853-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.910153833,8.348401476
HCM-CSHL-0857-C19-85M,HCM-CSHL-0857-C19,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.864985022,-2.605530571
HCM-CSHL-0858-C25-85M,HCM-CSHL-0858-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-2.711387906,-2.845299076
HCM-CSHL-0859-C22-85A,HCM-CSHL-0859-C22,Intrahepatic Cholangiocarcinoma,HCMI Model,CHOL,Bile Duct Cancer,-2.756624017,-2.903395723
HCM-CSHL-0860-C18-85M,HCM-CSHL-0860-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.936062846,-2.709967922
HCM-CSHL-0861-C25-85M,HCM-CSHL-0861-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-3.23492125,-3.25445969
HCM-CSHL-0863-C18-85A,HCM-CSHL-0863-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.509644542,-3.487047266
HCM-CSHL-0864-C44-85B,HCM-CSHL-0864-C44,Skin Cancer,HCMI Model,SSCC,Skin Cancer,-6.754667315,0.600755144
HCM-CSHL-0867-C18-85B,HCM-CSHL-0867-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.390648875,-3.45515592
HCM-CSHL-0868-C56-85A,HCM-CSHL-0868-C56,Ovarian Cancer,HCMI Model,OV,Ovarian Cancer,1.591065135,7.972896506
HCM-CSHL-0875-C67-85B,HCM-CSHL-0875-C67,Bladder Cancer,HCMI Model,BLCA,Bladder Cancer,-3.697022948,0.154216987
HCM-CSHL-0878-C18-85A,HCM-CSHL-0878-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.926030192,-2.714414905
HCM-CSHL-0880-C18-85M,HCM-CSHL-0880-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.572132621,-2.720604967
HCM-CSHL-0881-C20-85B,HCM-CSHL-0881-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.973334822,-2.69590218
HCM-CSHL-0900-C54-85B,HCM-CSHL-0900-C54,Endometrial/Uterine Cancer,HCMI Model,UCEC,Endometrial/Uterine Cancer,1.787107315,7.964682032
HCM-CSHL-0907-C50-85B,HCM-CSHL-0907-C50,Breast Cancer,HCMI Model,BRCA,Breast Cancer,0.904510882,-1.511837434
HCM-CSHL-1096-C44-85B,HCM-CSHL-1096-C44,Squamous Cell Carcinoma,HCMI Model,SSCC,Skin Cancer,-5.347707782,1.137574364
HCM-CSHL-1097-C18-85A,HCM-CSHL-1097-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.334281478,-3.364377807
HCM-CSHL-1262-C19-85M,HCM-CSHL-1262-C19,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.940999064,-2.740237306
HCM-CSHL-1265-C25-85A,HCM-CSHL-1265-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-4.898838076,-1.933148216
HCM-CSHL-1266-C20-85M,HCM-CSHL-1266-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-4.864545378,-1.875359963
HCM-CSHL-1266-C20-85N,HCM-CSHL-1266-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-4.838034186,-1.837779592
HCM-CSHL-1267-C22-85A,HCM-CSHL-1267-C22,Intrahepatic Cholangiocarcinoma,HCMI Model,CHOL,Bile Duct Cancer,-0.142379794,2.971392084
HCM-CSHL-1269-C18-85M,HCM-CSHL-1269-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.991097007,-2.746857714
HCM-CSHL-1270-C18-85N,HCM-CSHL-1270-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.931363139,-2.702040027
HCM-SANG-0265-C18-85A,HCM-SANG-0265-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.906971488,-2.722229551
HCM-SANG-0266-C20-85B,HCM-SANG-0266-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-4.840143714,-3.038676094
HCM-SANG-0268-C18-85A,HCM-SANG-0268-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.386724505,-2.698021005
HCM-SANG-0269-C18-85A,HCM-SANG-0269-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.855695758,-2.645675491
HCM-SANG-0270-C20-85A,HCM-SANG-0270-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.842879329,-2.759092878
HCM-SANG-0272-C20-85A,HCM-SANG-0272-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.87700418,-2.609894823
HCM-SANG-0273-C18-85A,HCM-SANG-0273-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.318183932,-3.33299477
HCM-SANG-0274-C18-85A,HCM-SANG-0274-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.898289714,-1.909633826
HCM-SANG-0275-C18-85A,HCM-SANG-0275-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.888754878,-2.661381553
HCM-SANG-0276-C18-85A,HCM-SANG-0276-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.896389041,-2.696144651
HCM-SANG-0277-C18-85A,HCM-SANG-0277-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.883192096,-2.675587486
HCM-SANG-0278-C20-85A,HCM-SANG-0278-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.873774085,-2.669004272
HCM-SANG-0280-C18-85A,HCM-SANG-0280-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.932963881,-2.818832945
HCM-SANG-0281-C18-85A,HCM-SANG-0281-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.888783965,-2.701621841
HCM-SANG-0282-C18-85B,HCM-SANG-0282-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.42726377,-3.458996605
HCM-SANG-0283-C18-85A,HCM-SANG-0283-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.982214484,-2.714214157
HCM-SANG-0284-C18-85A,HCM-SANG-0284-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.860403571,-2.717750381
HCM-SANG-0285-C18-85A,HCM-SANG-0285-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-5.68924478,-2.783800911
HCM-SANG-0286-C20-85A,HCM-SANG-0286-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.780283007,-2.670921396
HCM-SANG-0287-C20-85A,HCM-SANG-0287-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,-5.795519862,-2.754052471
HCM-SANG-0288-C18-85A,HCM-SANG-0288-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,-4.377382312,-3.373977493
HCM-SANG-0289-C15-85A,HCM-SANG-0289-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-3.05184463,-2.960449051
HCM-SANG-0291-C15-85A,HCM-SANG-0291-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-3.062573943,-3.14539678
HCM-SANG-0292-C15-85A,HCM-SANG-0292-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.965230975,-2.959936451
HCM-SANG-0293-C15-85A,HCM-SANG-0293-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.847855363,-3.027115892
HCM-SANG-0294-C15-85A,HCM-SANG-0294-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-3.024037394,-3.136660408
HCM-SANG-0295-C15-85A,HCM-SANG-0295-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.84921411,-2.978319239
HCM-SANG-0296-C15-85A,HCM-SANG-0296-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.833935294,-2.997249674
HCM-SANG-0297-C15-85A,HCM-SANG-0297-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.772475514,-2.862584423
HCM-SANG-0298-C15-85A,HCM-SANG-0298-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-5.923074279,-2.662797998
HCM-SANG-0299-C15-85A,HCM-SANG-0299-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-4.291742835,-3.353012155
HCM-SANG-0299-C15-85X,HCM-SANG-0299-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.693689618,-2.894238542
HCM-SANG-0300-C15-85A,HCM-SANG-0300-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.851586852,-2.904229235
HCM-SANG-0302-C15-85A,HCM-SANG-0302-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.086410317,-2.423243831
HCM-SANG-0303-C15-85A,HCM-SANG-0303-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-5.895955596,-2.564913343
HCM-SANG-0304-C15-85A,HCM-SANG-0304-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-4.412571463,-3.396726917
HCM-SANG-0306-C15-85A,HCM-SANG-0306-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.91234735,-3.076443027
HCM-SANG-0307-C15-85A,HCM-SANG-0307-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-4.427887473,-3.481129955
HCM-SANG-0308-C15-85A,HCM-SANG-0308-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-3.48798779,-2.290436577
HCM-SANG-0309-C15-85A,HCM-SANG-0309-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.930764708,-3.105685543
HCM-SANG-0310-C15-85A,HCM-SANG-0310-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.796254191,-2.914749931
HCM-SANG-0311-C15-85A,HCM-SANG-0311-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.960299525,-3.079961609
HCM-SANG-0311-C15-85B,HCM-SANG-0311-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,9.537991014,4.221935679
HCM-SANG-0312-C15-85A,HCM-SANG-0312-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.843956027,-3.045990537
HCM-SANG-0313-C15-85A,HCM-SANG-0313-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-2.452998671,-2.715605091
HCM-SANG-0314-C15-85A,HCM-SANG-0314-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,-5.929370913,-2.702961277
HCM-SANG-0315-C25-85A,HCM-SANG-0315-C25,Pancreatic Cancer,HCMI Model,PAAD,Pancreatic Cancer,-2.972597394,-3.116394352
HCM-SANG-0517-C20-85A,HCM-SANG-0517-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,9.537764039,4.189097811
HCM-SANG-0518-C18-85A,HCM-SANG-0518-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,9.538286653,4.201428343
HCM-SANG-0519-C20-85A,HCM-SANG-0519-C20,Colorectal Cancer,HCMI Model,READ,Colon/Colorectal Cancer,0.952450302,1.217091728
HCM-SANG-0522-C18-85A,HCM-SANG-0522-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,9.529195276,4.17599814
HCM-SANG-0523-C15-85A,HCM-SANG-0523-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,9.51390883,4.173641134
HCM-SANG-0525-C18-85A,HCM-SANG-0525-C18,Colorectal Cancer,HCMI Model,COAD,Colon/Colorectal Cancer,9.55377337,4.216203619
HCM-SANG-0526-C15-85A,HCM-SANG-0526-C15,Esophageal Cancer,HCMI Model,ESCA,Esophageal Cancer,9.540976968,4.219811369
